headline,lede,text,high_label,proposed_label
"Country's sole velodrome fixed up, ready for reopening soon","After the airdome cover of Slovenia's only velodrome in Češča Vas, near Novo Mesto in the southeast, collapsed in January, the damage has now been repaired and a new inflatable cover installed. Cyclists will be able to resume training in the velodrome soon, its operator announced on Thursday.","The cover had collapsed due to the weight of water collecting on the top of the dome as the heavy snow cover was melting. The damage was estimated at up to EUR 100,000.

The new inflatable membrane cover was put up by the airdome maker Duol with the help of members of the Slovenian Armed Forces.

After the water had been pumped out, repair and cleaning work is now being carried out at the venue and a new fence is being installed.

Aleš Makovac, the head of the Novo Mesto municipal company operating the velodrome, told the STA today that cyclists could resume training there within a week, while those practising track and field would be able to start their workouts by the end of the summer break.

After the national championship in velodrome racing had to be cancelled after the incident, Makovac now said competitions are planned to resume in autumn.

The velodrome operator also said that it will now have full access to the velodrome's roof, which had previously been limited. This will allow for a quicker response in case of emergency.

After the original velodrome, built in 1996, became dilapidated, the Novo Mesto municipality, together with the relevant ministry and several sports associations, committed to making the new velodrome ""an nationally and internationally recognised sports venue"" for cycling, athletics and triathlon.

The investment was worth around EUR 4 million, with the ministry and the Slovenian Sports Foundation chipping in some EUR 600,000. The airdome was erected in 2019.

The municipality is also building a swimming pool next to the velodrome with the aim of establishing an Olympic training centre in the future.",sport,"['disaster and accident', 'sport']"
"Flooding continues in Gorenjska, Koroška (adds)","Flash flooding continues in the northern regions of Gorenjska and Koroška, the region hit hardest on Friday, as heavy rains pounded the country throughout the night. In south Slovenia, the Sava spilled over as the water surge travelled downstream, the Civil Protection and Disaster Relief Administration said on Saturday.","The Poljanska Sora, which flooded Škofja Loka yesterday, continues to flood. The same goes for the Kamniška Bistrica, which caused massive flooding yesterday around Kamnik, Domžale, Komenda and Mengeš.

The situation is particularly dire in Koroška, where Črna na Koroškem, a town in a narrow valley, remains cut off without power, water or telecommunications as bridges collapsed and roads were swept away, according to local civil protection.

""The only connection we have with Črna na Koroškem is via the emergency lines with the firefighters, all other connections have been severed. We still don't know the true extent of the damage there,"" Alan Matijevič, the regional civil protection commander, told the STA this morning.

""The top priority is getting to Črna so that we can ship aid, people and machinery there. We have to brig them food and water, they are also running low on diesel to power the generators,"" he said.

Elsewhere in Koroška the situation remains serious in the Mislinja Valley, where multiple bridges have collapsed. In the upper Drava Valley landslides are the main problem but infrastructure has not been damaged as badly, he said.

In the south of the country The Sava, of which all Gorenjska rivers are direct or indirect tributaries, continues to swell and is not expected to reach its maximum level for the next few hours.

The water surge reached the lower Sava, north of the border with Croatia, last evening necessitating the evacuation of a campsite in Čatež ob Savi, a popular spa and water park.

The Krka, a Sava tributary which joins the rive near Brežice, is swollen as well but is not expected to flood outside the areas that it typically floods.

The Civil Protection and Disaster Relief Administration said most other rivers, including the Mura and Drava in eastern Slovenia, are swollen but water levels are slowly receding.",disaster and accident,"['disaster and accident', 'environmental issue']"
More ambitious draft of national energy end climate plan ready,"The government approved on Thursday a second draft of the updated national energy end climate plan, which it says brings some more ambitious goals. The required share of renewable energy sources in the final energy consumption in 2030 is being raised from 27% to 30-35%, depending on the relevant measures.","The latest draft was compiled after the public consultation in spring and will now be sent to the European Commission for evaluation, Environment, Climate and Energy Minister Bojan Kumer told the press after the government session.

The current national energy end climate plan, which was adopted in February 2020, covers the 2021-2030 period with a view until 2040. It pays special attention to the 2030 targets for reducing greenhouse gas emissions, renewable energy, energy efficiency and interconnectivity of the electricity production sources.

Kumer said that the planned updates brought more ambitious goals, including on the required share of renewable energy sources in the final energy consumption in 2030. It is now set at 30-35%, ""depending on what measures will be taken"", up from 27%.

The minister noted that, when it comes to traffic as one of the largest consumers of energy and one of the largest producers of greenhouse gas emissions in the country, the expected emission growth was being reduced to 3% from the current 12%.

The new draft also envisages a greater reduction of emissions in industry. While a 43% contraction is planned in the current document, the updated version aims at a 55% contraction. In the energy sector, a reduction of 48% is planned (up from 34%).

""When it comes to connectivity, Slovenia is an exemplary and above-average member state, which is connected to the neighbouring energy systems,"" Kumer said.

He noted that the proof of this was the past winter, when Slovenia was able to import all the energy it needed in some moments to ensure energy security.

Asked when Slovenia could reach carbon neutrality, the minister noted that a long-term climate strategy had been adopted by the previous government, which set the timeline for this at 2050. Other strategic documents must follow, he added.

The existing energy end climate plan needs to be updated due to the decision to phase out coal by 2033, the higher climate and energy targets until 2030 at the EU level, and the need to accelerate the green transition, Kumer added.

The Youth for Climate Justice meanwhile held a meeting in front of the government building to note that the plan did not take into account the seriousness of the climate crisis, the binding goals of the Paris accord and the findings of scientists.

Its member Sara Štiglic called on the government to amend the plan so as to take into account expert opinions, environmental organisations and the broader public, as the movement wants more ambitious goals to prevent climate breakdown.

""The document should prevent the green transition from going into the hands of capital, set more specific goals for energy saving, improve the powers of public stakeholders and focus on the true well-being of people and the environment,"" she said.

The plan should also feature a chapter devoted to the restoration and preservation of biodiversity, which is a key factor in mitigating climate change, with an emphasis on ecosystems, Štiglic concluded.",environmental issue,"['environmental issue', 'social issue', 'science and technology']"
Golob and two ministers attending NATO summit,"PM Robert Golob will attend a two-day NATO summit that starts in Lithuania on Tuesday and focuses on bringing Ukraine closer to NATO. His delegation will also feature Foreign Minister Tanja Fajon and Defence Minister Marjan Šarec. As part of the summit, the NATO-Ukraine Council will hold its first meeting.","Ukrainian President Volodymyr Zelensky is expected to take the opportunity of the NATO-Ukraine meeting to urge the allies to invite Ukraine into NATO, and the summit is expected to confirm that Ukraine will become a member of the alliance.

Golob said on the sidelines of an EU summit at the end of June that one of the conditions for the launch of talks on Ukraine's NATO membership was lasting peace in Ukraine. He said there was no doubt that Ukraine was on the Euro-Atlantic path.

An issue in the debate on Ukraine's NATO membership is how to ensure that Russia does not simply take a break and then attack its neighbour again, NATO Secretary General Jens Stoltenberg said last Friday. He welcomed the consultations of individual allies with Kyiv on security guarantees at bilateral level.

The Slovenian Foreign Ministry has told the STA that Slovenia does not intend to participate in providing bilateral or multilateral security guarantees to Ukraine until it joins NATO. ""Slovenia remains committed to assisting Ukraine in all respects to the best of its ability, as it has done so far,"" the ministry wrote.

In the light of Russian aggression against Ukraine, Stoltenberg announced that NATO leaders would endorse a new defence spending commitment, under which 2% of GDP would be the lower limit and no longer the upper limit for defence spending.

This year, 11 of the 31 members will spend 2% of GDP or more on defence, and next year this number will increase significantly, Stoltenberg said. Slovenia will spend 1.35% of GDP on defence this year, according to NATO's estimates.

According to the resolution on the long-term development and equipping of the Slovenian Armed Forces, endorsed by the National Assembly in March, defence spending is to increase to 2% by 2030.

During the part of the meeting dedicated to strengthening NATO's defence and deterrence posture, the leaders are also expected to approve new regional defence plans today. The plans for NATO's northern, central, and southern regions, which also include Slovenia, envisage having 300,000 NATO troops on high alert.

The second day of the summit will be partly dedicated to talks with the leaders of Australia, New Zealand, Japan and South Korea, as well as the presidents of the European Council and the European Commission, Charles Michel and Ursula von der Leyen, respectively.

Apart from Golob, the Slovenian delegation will include Foreign Minister Fajon and Defence Minister Šarec, who will take part in meetings with their counterparts.

On the sidelines of the summit, Golob will meet Finish President Sauli Niinistö today and Fajon will meet her Romanian counterpart Bogdan Aurescu.","unrest, conflicts and war","['politics', 'unrest, conflicts and war']"
Public sector trade unions ready to suspend protest rally,"The negotiating group of public sector trade unions is ready to temporarily suspend the ""protest rally for decent pay"" that was announced for 24 February. Since the government has started talks by presenting proposals for the pay system reform, the trade unions are willing to give the negotiations a chance.","""If it turns out that adequate solutions cannot be reached in negotiation, if the government enforces its own solutions or sets unreasonable conditions, the negotiating group of public sector trade unions will carry out the protest without hesitation,"" the negotiation group leader, Jakob Počivavšek, wrote in a press release on Tuesday.

The key points for the group are the elimination of pay disparities and the uncompetitive wage policy.

Although the negotiating group is sceptical about the proposals, at least some of them partly meet their expectations, so they are willing to give the government an opportunity at the negotiating table, Počivavšek wrote.

The trade unions find most problematic the proposals to suspend promotions and job performance pay-outs, the pay tiers that would lead to different treatment of employees in different activities and unclear ratios between those tiers. These measures ""do not bring any added value and will not address any of the problems of the current pay system but they might complicate the negotiations on its reform,"" the trade unions said.

""It remains unclear what will be the exact substantial proposals for elimination of pay disparities and to what extend the government recognises these disparities and is willing to eliminate them,"" Počivavšek wrote.

The trade unions sees as positive the suggestion of increasing the lowest salary to minimum wage, which ""actually shows the willingness to eliminate pay disparities"".

The negotiating group will insist on a unified pay system, based on the principle of equal pay for equal work even in different activities. The group noted that the government has pledged that the trade unions must concur on the fundamental questions of the pay system, adding that all solutions must be reached through dialogue and implemented through collective bargaining agreements at least to the extend that this is done today.

The negotiating group will respond to the proposals in detail at a negotiating meeting scheduled for Monday.",labour,"['labour', 'economy, business and finance']"
Former ministers critical of situation in the country,"Several former senior officials, including Slovenia's first prime minister Lojze Petrle, and long-serving foreign minister Dimitrij Rupel, offered their critique of the course Slovenia is taking in a debate held in Ljubljana on Wednesday by Cathedral of Freedom, a libertarian association.","The debate touched on topical issues such the cancellation of the National Day of Remembrance for Victims of Communism and the initiative for a memorial to Slovenian independence, which the speakers said should unite rather than divide the nation.

The initiative for the monument, to be erected in the Republic Square in front of the parliament building, has most recently been made by Slovenia's first President Milan Kučan, after Peterle presented a similar proposal to the then President Borut Pahor as the country marked 25th independence anniversary.

Peterle insists that such a monument should be based on a law and a call based on national consensus. Rupel agreed that a solution should be sought which would unite and avoid what divided.

However, tackling the monument issue alone would not do with Peterle arguing the education system should do a better job teaching about independence.

He accused the government of attempting to return Slovenia to a world the country abandoned when it went independent. He listed the decisions to abolish the Museum of Slovenian Independence as an independent institution and cancel the day in memory of communism victims as well as a minister's appearance at a ceremony marking the anniversary of the 1937 inception of the Communist Party of Slovenia.

Jurist Peter Jambrek, a former minister and president of the Constitutional Court, believes the situation in the country is cause for concern, mainly because the values of Slovenian independence are neglected.

Jambrek believes that despite those tendencies, Slovenia is in good shape. ""Private business, free enterprise, is on the rise, and state-owned enterprises and public ownership are increasingly proving inefficient and not very beneficial for people, a process that is unstoppable.""

""The current bizarre calls to halt these democratic and economically libertarian, free-thinking processes"" show the ""major concern of the old forces,"" he argued.

Žiga Turk, another former minister, think the situation in the country is worrying, but people do not see this because nothing dramatic is happening. However, there is a visible gap between Slovenia and other East European countries.

""The gap between Slovenia and the Czech Republic, Slovakia, Poland, Estonia was narrowing at first, but now it is widening again, because these countries are progressing much faster than Slovenia. They are progressing because they have adopted values, institutions, systems, recipes that have been proven to work,"" he said.

He added that the values of the former state were being preserved in Slovenia, but there was an absence of an equal confrontation of ideas. Equal weighing of ideas, he said, is essential for democracy.

""Actions, not statements, undermine what the republic is based on, what we fought for,"" said former Finance Minister Janez Šušteršič. In his view, there is a lack of understanding of what the state is based on, and that in 30 years Slovenians failed to learn how to manage their state.",politics,['politics']
Most international rail transport generated with Austria,"Most people who travelled from or to Slovenia by train last year did so on rail links with Austria, which recorded 164,300 passengers, the Statistics Office said this week. Passenger numbers reached almost 14.9 million, up by almost 26% on the year before, when railway transport was still affected by the Covid pandemic.","According to the data, 98% of Slovenia's entire international railway passenger transport was conducted with Austria. Croatia follows with 97,100 passengers, Germany with 39,300, Italy with 27,700, Hungary with 16,800, and Switzerland with 12,700.

Domestic railway transport figures stood at some 13.5 million, (91% of the total), which is 18% more than in 2021, while just under 1.4 million people travelled on international links and in transit, which is almost four times more than in the year before. Transit figures alone stood at just over 989,000, a five-fold increase on the year before.

Domestic and international railway transport racked up a total of 835 passenger-kilometres on the annual level, up by 54% year-on-year.

Domestic transport accounted for almost three quarters (some 612 million passenger kilometres) of the total, up by 25%, and international transport accounted for nearly 223 million passenger kilometres, over three times more than in the previous year. Of this, 190.5 million passenger kilometres were done in transit, five times as many as in 2021.",sport,"['economy, business and finance']"
Pirc Musar underlines importance of CoE at Reykjavik summit,"The Council of Europe (CoE) may play an important role in establishing responsibility for international crime, and international cooperation will be key in this, Slovenia's President Nataša Pirc Musar said at the outset of the CoE summit in Reykjavik on Tuesday.","Alongside Irish Taoiseach Leo Varadkar, Pirc Musar hosted a round table debate dedicated to the need to establish responsibility for atrocities in Ukraine.

In her opening remarks, she said the CoE continued to support the sovereignty and territorial integrity of Ukraine and show solidarity with the people of Ukraine, while condemning the Russian aggression. Support for multilateralism, based in international law, is as important as ever, she underlined.

The president also welcomed the warrant recently issued for the arrest of Russian President Vladimir Putin by the International Criminal Court (ICC) over alleged illegal deportation of children. ""Sexual violence and illegal relocations of millions of children must not go unpunished.""

She noted that the International Centre for the Prosecution of the Crime of Aggression had been established in the Hague and that an investigation had been launched with the support of Eurojust and cooperation of ICC.

The president also pointed out that the Reykjavik CoE Summit would produce the Enlarged Partial Agreement on the Register of Damage Caused by the Russian Aggression. She believes an efficient connection must be established between the register and the future general mechanism for the prosecution of the crime of aggression.

On the sidelines of the summit, Pirc Musar held several bilateral meetings, among them with the CoE's Human Rights Commissioner Dunja Mijatović. The president said human rights were among the top priorities of Slovenia's foreign policy, adding that the country ascribed great importance to the European Court of Human Rights.

Mijatović and Pirc Musar also discussed gender equality, with the latter saying that meaningful actions of women must be at the centre of all peace-related activities to ensure sustainable peace and security. This will be a key principle for Slovenia if the country is elected a non-permanent member of the UN Security Council for 2024-2025 in three weeks, she said.

Pirc Musar also met her Icelandic counterpart Gudni Thorlacius Johannesson. The pair affirmed friendly relations between their countries and shared the view that finding like-minded partners was very important for geographically small countries such as Iceland and Slovenia.

Pirc Musar also talked to her counterparts from Slovakia and Czechia, Zuzana Čaputova and Petr Pavel, inviting them both to attend Bled Strategic Forum this year.

She held separate meetings with them during their shared flight to Iceland. The meetings affirmed good relations and stressed the importance of unity among European countries in advocacy of basic values, such as human rights and the rule of law.

Today, Pirc Musar will address the general discussion of the summit and participate in the closing debate, where leaders are expected to adopt a political declaration. She also has several bilateral meetings scheduled.","crime, law and justice","['unrest, conflicts and war', 'crime, law and justice', 'politics']"
Govt provides EUR 150m to enhance renewables,"The government adopted on Thursday a regulation to facilitate introduction of renewable sources of energy, putting in operation an emergency law which brought a legal basis for incentives for renewables investment. A public call to investors to apply for a total of EUR 150 million in available incentives will be ready in September.","The regulation comes just days after the European Commission greenlit Slovenia's renewables incentives scheme.

Environment, Climate and Energy Minister Bojan Kumer said he is happy that Slovenia is one of the first EU countries to get the approval.

Eligible to receive incentives will be new energy production facilities, facilities to store electricity and heat and facilities to produce heat from other renewables.

The government will thus encourage electricity production from solar, geothermal and hydro power stations with an installed capacity of up to one megawatt, or up to six megawatts if the plant is 100% owned by small or medium-sized companies or by a renewable energy community which is a legal person.

Electricity from wind farms with an installed capacity of up to one megawatt or up to 18 if the plant is fully owned by micro or small companies or by a renewable energy community which is a legal person will also qualify.

Incentives will moreover be available for co-generation of electricity and heat from wood biomass, geothermal energy, biogas, landfill gas and gas from sewage treatment plants, as well as for production of heat from wood biomass, solar and geothermal energy, including heat pumps.

The construction of facilities to store electricity or thermal energy will also be eligible for support, with legal persons, cooperatives, physical persons owning a business, and municipalities being allowed to apply for the funds.

The regulation was adopted based on the Act Regulating Emergency Intervention to Address High Energy Prices, which was passed last December, setting down energy saving, incentives for renewables investments, a windfall tax for energy companies, and heating prices regulation.",environmental issue,"['environmental issue', 'politics']"
Golob and Bettel call for walls-free Europe,Prime Minister Robert Golob and his Luxembourgian counterpart Xavier Bettel called on the EU to look for common solutions to migrations as they addressed reporters after their meeting at Brdo pri Kranju on Wednesday. They do not support building walls that would make a fortress out of Europe.,"""The key is how Europe as a whole addresses this issue and the first steps have been taken. This complex problem will definitely be on the agenda of this year's sessions of EU leaders,"" Golob said.

He believes that more should be done to integrate migrants, cooperate with transit countries and engage in an open dialogue with the source countries.

Even though some countries or their leaders advocate such an approach, building walls on borders is not a solution, Bettel said. ""We agree we need oversight, we need common rules but we mustn't make a fortress out of Europe,"" he said, speaking in French.

The two prime ministers also talked about bilateral cooperation and Slovenia's cooperation with Benelux countries - Belgium, the Netherlands and Luxembourg, where they specified space technologies. They also touched on the war in Ukraine and the Western Balkans.

Bettel is due to meet President Nataša Pirc Musar and National Assembly Speaker Urška Klakočar Zupančič later today.",politics,['politics']
Minister calls for swift efforts to mitigate storm damage,"Having gotten briefed on damage caused by recent severe storms, Agriculture Minister Irena Šinko warned against visiting damaged woodland areas and expressed support for swift restoration efforts. Friday saw another batch of storms accompanied by strong gusts of wind and hail in certain areas. The northern Koroška region was hit hardest.","Visiting the Naklo area near Kranj in the north, the minister warned against further spread of bark beetle infestation in Slovenian forests, which are vulnerable to these pests in the wake of storms or drought.

The damage in agriculture is significant, she noted, but she finds some solace in knowing that it could have been even worse and is hopeful that the country will now get a reprieve from storms.

Gregor Danev, head of the Forest Service, believes that priorities must be set in recovery and clean-up efforts to prevent additional bark beetle attacks, ensure clean water supply and avoid floods. Cooperation with forest owners is vital, he added.

According to rough estimates, some 450,000 cubic metres of timber in the country's forests has been damaged recently. The 13 July storm hit the entire northern Slovenia, and all the storms that followed only exacerbated the situation. The worst hit are the northern Gorenjska and Koroška regions, he said.

Initial estimates show that at least 150,000 cubic metres of timber has been damaged in state-owned forests, which is more than 10% of the annual production, the state-owned forestry company SiDG said. Recovery efforts are underway, but it will take a long time to clean up the mess the storms left in their wake. State-owned forests account for 20% of all Slovenian forests.

Together with experts, the minister cautioned citizens and tourists against visiting the affected woodland areas. ""Even when recovery efforts are seemingly done and the mushroom foraging season opens in autumn, instead of looking for mushrooms it would be wiser to look out for broken branches,"" Danev said.

Šinko also visited affected farming areas in the north-east of the country. The state will provide aid, she said earlier, pointing to more than EUR 7 million available through several funding sources.

Under existing legislation farmers are not eligible for aid in the event of hail-related damage since they can purchase crop-hail insurance, but since in certain areas the entire harvest has been destroyed, the government is preparing changes to the Natural Disaster Recovery Act to provide dedicated aid.

The Environment Agency issued a red alert for the central and western parts of the country for this afternoon. Storms with hail and strong gusts of wind hit certain parts of the country, causing additional damage.

The Črna na Koroškem area in the north was hit hardest with raging torrents causing floods. Several roads are closed and 20 people had to be evacuated due to the risk of landslides, the local unit of civil protection told the STA.

Showers and storms will persist on Saturday, but they are not expected to be as severe as today. The weather will offer a reprieve on Sunday and Monday, when sunny skies are forecast.",disaster and accident,"['disaster and accident', 'politics']"
Shell plans to take over MOL service stations in October,The Slovenian subsidiary of British oil giant Shell plans to start taking over 39 service stations from Hungary's MOL in October and gradually build them up into sustainable mobility centres with charging stations for electric vehicles.,"Shell has acquired 39 service stations from MOL as part of a deal under which MOL was allowed to buy OMV Slovenija in exchange for offloading some of its assets to get the green light from regulators.

Shell is currently operating nine service stations in Slovenia, eight of which are for lorries. ""The expansion will allow Shell to give Slovenian customers access to products and services that have so far not been available on the Slovenian market,"" the company said on Tuesday.

The locations will gradually provide more sustainable mobility services - five of the 39 service stations already have charging stations - and will be fitted with energy efficient equipment and solar panels, it said.

After the completion of the transaction, Shell will have 48 service stations, MOL 133 and Slovenian energy firm Petrol 318. There are also a handful of smaller private operators.",sport,"['economy, business and finance']"
"Slovenia remains committed to CoE values, Fajon says on anniversary","Slovenia supports all efforts that put into practice the fundamental values of the Council of Europe (CoE), which are human rights, fundamental freedoms and democracy, Minister of Foreign and European Affairs Tanja Fajon said in a brief video statement on Sunday, 30 years to the day since Slovenia joined the organisation.","""By joining the CoE 30 years ago, Slovenia confirmed its commitment to the fundamental principles of a modern EU state - the protection of human rights, democracy and the rule of law,"" the Ministry of Foreign and European Affairs tweeted.

Following Russia's exclusion from the CoE in March 2022 over the country's aggression against Ukraine, the CoE remains ""the conscience of Europe"", the tweet reads.

The ministry moreover posted a brief video on Twitter with Minister Fajon and Justice Minister Dominika Švarc Pipan's statements on the occasion of the 30th anniversary.

Švarc Pipan said that with its rulings the European Court of Human Rights (ECHR) significantly contributes to the efforts to strengthen human rights and the rule of law as well as to the effectiveness of court proceedings in Slovenia.

""Slovenia enjoys a reputation among the member states as a country that effectively and consistently implements ECHR judgements,"" she said, adding that Slovenia currently ranks fourth among the member states in this respect.

The CoE was founded 75 years ago, and it became the first European organisation Slovenia joined after declaring independence in June 1991.

This was a key step in the process of gaining international recognition, helping the country on its way to achieving one of its main foreign policy goals - EU membership.

Slovenia applied for membership on 29 January 1992 and was admitted to the oldest pan-European organisation promoting human rights and democracy on 14 May 1993. It has also joined all key CoE conventions.","crime, law and justice","['human interest', 'unrest, conflicts and war']"
Weather: Mostly sunny,It will be mostly sunny on Monday with a bit more cloudiness in Gorenjska in the north-west and Koroška in the north. Some of the valleys will see fog in the morning. The afternoon may bring localised showers or storms to northern parts of the country.,"Morning lows are forecast from 12 to 17 degrees Celsius, around 19 in the Primorska region, where a weak bora wind will blow. Daytime highs will range from 23 to 28, up to 30 degrees in Primorska.

After a sunny and dry start to Tuesday, storms will roll in from the north, spreading to most of the country in the evening before they stop in the wee hours on Wednesday.

The day after will start out dry but isolated showers will follow in the afternoon.",weather,['weather']
Dnevnik says strengthening NATO logical development,"Following Russia's invasion of Ukraine, NATO has got its original purpose back, which can be seen at the ongoing summit in Lithuania, where its deterrence has been strengthened in several ways, Dnevnik says in Wednesday's commentary Deterrence in Vilnius.","After the fall of the Iron Curtain, NATO wandered a bit, expanding without an obvious opponent and embarking on missions far from its borders.

Now it is back on the terrain for which it was created, and it is strengthening there, which is the result of Russian President Vladimir Putin's actions.

With all the problems and failures of his war in Ukraine, it is hard to believe that Russia is really capable of a serious invasion of Eastern Europe.

Nevertheless, Putin has turned the unthinkable into the real by aggression on European soil, so strengthening NATO's deterrence is its logical consequence, including new strategic plans for NATO's north, east and south wings, increased financial commitments on defence investment and the admission of new members, all of which also enjoy quite comfortable public support, at least in most of its members.

Dnevnik also says that several US media have recently reported about contacts and communication of official and unofficial US representatives with Russia's representatives, which shows that ""something seems to be going on behind the scenes"".

It would not be unthinkable if the US tested the situation to find the way to end the Ukraine war before the US presidential campaign is in full swing and before a potential change of power takes place at the White House.

If so, the Ukrainian leadership faces very difficult decisions and dilemmas, more difficult than NATO, unless Donald Trump happens to win the election, because Russia will stay where it is even if and when peace comes, which is probably also true for Putin.","unrest, conflicts and war","['unrest, conflicts and war', 'politics']"
Interior Ministry to get less funds under revised budget,"The Interior Ministry will get less funds than initially planned under the revised 2023 budget proposed by the government due to Croatia's accession to the Schengen area, the parliamentary Committee on the Interior, Public Administration and Local Self-Government learned on Friday. The Public Administration Ministry will also receive less funds.","The Interior Ministry will have EUR 552.3 million at its disposal this year, or EUR 22.3 million less than initially budgeted, the ministry's State Secretary Tina Heferle told the committee.

The cut in funding is mainly the result of Croatia's accession to the Schengen area from 1 January 2023, which means reduced workload for Slovenia's border police. The work of the ministry and the police will not be impaired in any way as a result of the cut, she added.

More than EUR 14 million initially allocated to protecting the Schengen border is now being redistributed, and will go to cover the wages of police officers transferred from the Slovenian-Croatian border areas to the interior of the country.

Not a single Slovenian police officer who protected the EU's external border before Croatia joined the Schengen area will be let go, and their status will not worsen, Heferle said.

The ministry's funds regarding migration and international protection have been decreased, as delayed implementation in this area will postpone the disbursement of European funds. Heferle assured the MPs that these funds are not lost but merely carried over to the next year.

The overall drop in funding under the supplementary budget mainly affects the police's budget and to a smaller extent the ministry's, while the amount of the funds projected for the Internal Affairs Inspectorate remains the same.

Some opposition MPs expressed concern about less funding to tackle illegal migration despite upward trends in this area.

Meanwhile, the committee also learnt today that the Public Administration Ministry will receive EUR 58.4 million less than initially planned mainly due to the transfer of its ICT competences to the Ministry of Digital Transformation, which is the result of a government reshuffle completed in January.

The Public Administration Ministry will get EUR 202.2 million under the revised budget, the ministry's State Secretary Jure Trbič said.

The Ministry of Digital Transformation is also projected to receive less funds under the supplementary budget proposal - down by some EUR 10 million to EUR 114 million, said the ministry's State Secretary Miroslav Kranjc.","crime, law and justice","['economy, business and finance', 'politics']"
Stock market closed for Easter holidays,The Ljubljana Stock Exchange is closed for Easter holidays between Friday and Monday. Eurozone banks will not be processing inter-bank payments as the Target 2 system will not be working during this time.,"Banks in Slovenia will be opened on Friday, which is a holiday in many EU countries but not in Slovenia, however they will be closed on Easter Monday, a public holiday.

According to the Slovenian Bank Association, instant payments will run normally, including Flik, a money transfer app for users of Slovenian bank accounts.

Financial operations will be back in full swing on Tuesday when the stock market reopens as well.","economy, business and finance","['economy, business and finance']"
Govt adopts bill to boost air connectivity with new subsidies (adds),"The government adopted on Thursday a bill envisaging EUR 5.6 million in state aid to secure better air connectivity, which Infrastructure Ministry State Secretary Alenka Bratušek said experienced substantial decline in the past two years. The aid scheme remains to be approved by the European Commission.","The move comes after the state already provided air connectivity schemes involving subsidies for airlines in 2021 and 2022.

While Bratušek, scheduled to become minister, spoke during her confirmation meeting earlier in the day of a bill that would enable the subsidising of passengers as opposed to airlines, the government press release states aid would be allocated to carriers for new routes or more frequent flights on existing routes in line with European Commission guidelines on such aid.

Only direct links will be financed via the scheme, which will consist of subsidies amounting to up to 50% of the airport charge to the carrier.

The legislation was drawn up jointly by the Economy Ministry and the Infrastructure Ministry, which Bratušek said would also determine together a list of destinations to be included in the scheme on the basis of their significance for Slovenia.

""Our financial estimate is EUR 5.6 million per year, based on the assumption that we will secure ten daily connections for about 255 days of the year,"" Bratušek told the press after the government's session. She added the estimate was also based on the assumption that there would be between 120 and 130 passengers on board.

Detailed criteria, the rate of co-funding for individual routes and the routes entitled will be laid down in a special programme. After the programme's adoption a public call will be published by the Infrastructure Ministry, the government explained.

A carrier will only be eligible for aid if the new route or a new schedule of existing routes with increased flight frequency had not been established or planned within 12 months of the publication of the call.

Given that the scheme constitutes state aid, an approval is needed from the European Commission. ""We have already forwarded the bill to it. We are acting fast because we want to get there before the summer season, which already starts at the end of March,"" Bratušek said.

Economy Minister Matjaž Han agreed the bill was important. ""We have secured a source of funding for air links in Slovenia for a period of three years,"" he said.

Better connectivity is vital for Slovenia to be well integrated into global currents, Han said. ""Slovenia is an export-oriented economy, we have quality tourism and therefore we need good air connections,"" he added.

The Government Communications Office pointed out that Slovenia recorded the biggest drop in air traffic in the EU in 2020 compared to the previous year, according to data from Eurostat.

Nineteen scheduled routes operated at Ljubljana Jože Pučnik Airport in the summer season 2022, compared to 29 in 2019, while 42% fewer flights were recorded last August than in August 2019.

""Slovenia also does not yet have a flag carrier, which is another reason why we are facing a slow recovery in air traffic,"" the government added.

Bratušek explained that a task force continues to examine the feasibility of the state starting a new flag carrier following the bankruptcy of the privatised Adria Airways. ""I believe that somewhere by the middle of the year we will be able to come up with an answer based on sound facts and data,"" she said.","economy, business and finance","['economy, business and finance']"
