code,name,hierarchy,final_description
subj:14004000,disabled,2,"Name: disabled
Description: Being incapacitated either physically, emotionally or mentally "
subj:14005000,euthanasia (also includes assisted suicide),2,"Name: euthanasia (also includes assisted suicide)
Description: Voluntary death with the aid of another "
subj:14005001,suicide,3,"Name: suicide
Description: Death by one's own hand "
subj:14006000,family,2,"Name: family
Description: A group of individuals related by blood or marriage "
subj:14006001,parent and child,3,"Name: parent and child
Description: Two or more individuals with a hierarchical familial relationship "
subj:14006002,adoption,3,"Name: adoption
Description: A legal process of bringing a child with no supporting parents into a supportive union "
subj:14006003,marriage,3,"Name: marriage
Description: The union of two individuals who pledge fidelity, respect and support for each other "
subj:14006004,divorce,3,"Name: divorce
Description: The process by which a marriage is dissolved "
subj:14006005,sex,3,"Name: sex
Description: The classification of individuals as either male or female. Or conjugal relationship between two individuals. "
subj:14006006,courtship,3,"Name: courtship
Description: Preliminaries of wooing and winning a partner "
subj:14007000,family planning,2,"Name: family planning
Description: Conscious decisions and efforts involving reproduction "
subj:14008000,health insurance,2,"Name: health insurance
Description: Insurance covering extraordinary medical costs "
subj:14009000,homelessness,2,"Name: homelessness
Description: Lacking a fixed place of residence "
subj:14010000,minority group,2,"Name: minority group
Description: A group of people classified by race, language, religion or other characteristic numerically smaller than others of the same classification "
subj:14010001,gays and lesbians,3,"Name: gays and lesbians
Description: Those that consider themselves attracted to their same gender in an erotic or sensual or similar way. "
subj:14010002,national or ethnic minority,3,"Name: national or ethnic minority
Description: Groups of people that form a minority on ethnic or national basis, their status, problems and relations to the majority "
subj:14011000,pornography,2,"Name: pornography
Description: Audio or visual depictions of various sex related acts considered outside accepted community standards "
subj:14012000,poverty,2,"Name: poverty
Description: Having insufficient resources to provide for basic services to oneself or family "
subj:14013000,prostitution,2,"Name: prostitution
Description: Sex for sale, either male or female, and those who profit from it "
subj:14014000,racism,2,"Name: racism
Description: Harmful attitudes toward another group based on racial differences "
subj:14015000,welfare,2,"Name: welfare
Description: Generally government help for those in need of food, housing health and other services "
subj:14016000,abortion,2,"Name: abortion
Description: Usually the planned disruption of the process of reproduction of human life "
subj:14017000,missing person,2,"Name: missing person
Description: A person who is not where they are expected to be for a period of time "
subj:14017001,missing due to hostilities,3,"Name: missing due to hostilities
Description: People, both civilian and military, missing during or after hostilities "
subj:14018000,long term care,2,"Name: long term care
Description: Extensive health care because of serious illness or disability "
subj:14019000,juvenile delinquency,2,"Name: juvenile delinquency
Description: Incidents involving perpetrators who are minors. "
subj:14020000,nuclear radiation victims,2,"Name: nuclear radiation victims
Description: Includes antinuclear movements and compensation for atomic blast victims. "
subj:14021000,slavery,2,"Name: slavery
Description: The involuntary servitude, outside of legal incarceration for statuary criminal offences, of men, women and children, including involuntary unpaid labour, coerced actions, child labour "
subj:14022000,abusive behaviour,2,"Name: abusive behaviour
Description: The maltreatment of one or more individuals by others through dehumanizing treatment including sexual or mental abuse, deprivation of sensory abilities, deprivation of physical needs, physical mistreatment including beatings, and other forms of torture "
subj:14023000,death and dying,2,"Name: death and dying
Description: Dying is the route to death. Death is the state you are in when there are no signs that you can function as a human being either physically or mentally "
subj:14024000,people,2,"Name: people
Description: Individuals as a whole, sometimes broken down into various classes, such as indigenous people, people of class etc "
subj:14024001,children,3,"Name: children
Description: Immature people, usually up to the age of puberty "
subj:14024002,infants,3,"Name: infants
Description: Those people from birth until ages of one or two, usually when they begin walking "
subj:14024003,teen-agers,3,"Name: teen-agers
Description: People aged 13 to 19 years of age "
subj:14024004,adults,3,"Name: adults
Description: People aged 20 and above "
subj:14024005,senior citizens,3,"Name: senior citizens
Description: People aged 60 or 65 and older "
subj:14025000,social issues (general),2,"Name: social issues (general)
Description: Issues affecting a number of individuals in their daily lives like housing, food, education, personal relationships "
subj:14025001,social conditions,3,"Name: social conditions
Description: Conditions under which people live in terms of housing, water supply, availability of education "
subj:14025002,social problems,3,"Name: social problems
Description: Issues affecting the lives of individuals such as housing, education nutrition, communication etc "
subj:14025003,discrimination,3,"Name: discrimination
Description: Denial of services to one or more people because of race, colour, sexual identity, religion, political beliefs etc "
subj:14025004,social services,3,"Name: social services
Description: Government supported programs to improve the well-being of individuals or groups of individuals "
subj:14025005,death penalty policies,3,"Name: death penalty policies
Description: National or international polices regarding death sentences "
subj:14026000,ordnance clearance,2,"Name: ordnance clearance
Description: The removal or neutralization of ordnance such as landmines or cluster bombs, remaining after a war or armed conflict "
subj:14027000,reconstruction,2,"Name: reconstruction
Description: The reconstruction of economy, infrastructure and property, as well as life in general, after a war or natural disaster "
subj:15000000,sport,1,"Name: sport
Description: Competitive exercise involving physical effort. Organizations and bodies involved in these activities. 
Keywords: athletics, team sports, Olympic games, fitness competition, sports league, physical training, professional athletes, sporting events, sportsmanship, exercise, marathon running, sports organizations, international sports federations, world championships, sports governance, coaching staff, player drafts, sports medicine, competitive gaming, extreme sports, indoor sports, outdoor sports, water sports, winter sports, national teams, sports regulations, sports law, strength training, endurance training, speed training, team strategy, sports psychology, athletic performance, sports nutrition, sports sponsorship, sports broadcasting, sports facilities, sports equipment, fitness centers, physical education, doping in sports, bodybuilding competition, sports fan culture, sports betting, competitive swimming, gymnastics, sports analytics, athlete recruitment, physical therapy for athletes, sports awards, sports history, sports training academies, varsity sports, youth sports leagues, sports scholarships, fantasy sports, motor sports, action sports, adaptive sports, sports for disabled, sportsmanship awards, sport-specific training"
subj:15001000,aero and aviation sport,2,"Name: aero and aviation sport
Description: Parachuting, freefall (parapente, delta-plane), gliding, aerostat, motorised flight (airplane, ultra light craft, helicopter) "
subj:15001001,parachuting,3,"Name: parachuting
Description: Parachuting competitions: precision landings, voltige, individual and team "
subj:15001002,sky diving,3,"Name: sky diving
Description: Parachuting competitions involving sky-diving "
subj:15002000,alpine skiing,2,"Name: alpine skiing
Description: Skiing downhill on snow-covered slopes as fast as possible. The slopes contain intermediate gates which are spaced according to the discipline involved "
subj:15002001,downhill,3,"Name: downhill
Description: Skiing at top speed down a steep slope with interspersed turns but no gates. The fastest wins. "
subj:15002002,giant slalom,3,"Name: giant slalom
Description: Skiing down a slope, but with more turns and bends than in super-G skiing. The fastest wins. "
subj:15002003,super G,3,"Name: super G
Description: Skiing down a steep slope, but with more turns and bends than in the downhill. The fastest wins. "
subj:15002004,slalom,3,"Name: slalom
Description: Skiers must zig-zag their way down a slope with closely positioned gates which they must negotiate. It is run over two legs with the combined fastest winning. "
subj:15002005,combined,3,"Name: combined
Description: Race, usually competed over two days that combines a downhill leg and a slalom leg rewarding the most complete skiers. Combined fastest time wins. "
subj:15003000,American football,2,"Name: American football
Description: Team ball game that opposes two teams that have attack sections and defence sections. Each attack goes up against the other defence and attempts to move an oval-shaped ball down the field and into the end-zone to mark a touchdown and earn points. "
subj:15003001,(US) National Football League (NFL) (North American),3,"Name: (US) National Football League (NFL) (North American)
Description: The association of professional American football teams "
subj:15004000,archery,2,"Name: archery
Description: Archers use bows and arrows to aim at targets 1.22 metres in diameter which are on average 70 metres distant. "
subj:15005000,"athletics, track and field",2,"Name: athletics, track and field
Description: Competitions involving foot races, jumping and throwing which can be on a track inside a stadium or on outside roads "
subj:15006000,badminton,2,"Name: badminton
Description: Two players or two teams of two compete by hitting a shuttlecock weighing approximately five grams over a high net. The aim for each player/team is to prevent the shuttlecock landing on their side of the court. "
subj:15007000,baseball,2,"Name: baseball
Description: A game between two teams of nine played on an enclosed ground. The team which scores the most points wins. A point is scored when a player runs around the ground marked out by four bases. "
subj:15008000,basketball,2,"Name: basketball
Description: Game played between two teams of five - points are scored by placing the large inflated ball into a net fixed on a ring 3.05m above the ground. "
subj:15008001,National Basketball Association (North American Professional),3,"Name: National Basketball Association (North American Professional)
Description: The NBA is the umbrella organisation running professional basketball in the United States. The NBA is made up of two conferences (east and west), four divisions (Atlantic and Central for the East, and Midwest and Pacific for the west). "
subj:15009000,biathlon,2,"Name: biathlon
Description: A combination of cross country skiing and target shooting in a pursuit format. "
subj:15010000,"billiards, snooker and pool",2,"Name: billiards, snooker and pool
Description: A game played on a flat table covered with a cloth (baize) where players hit balls according to specific rules using a wooden cue. "
subj:15011000,bobsleigh,2,"Name: bobsleigh
Description: In bobsleigh two or four persons race down a course sitting in a sled that consists of a main hull, a frame, two axles and sets of runners. The total time of all heats in a competition is added together to determine the winner. "
subj:15012000,bowling,2,"Name: bowling
Description: A game in which a player scores points by trying to knock down ten 'pins' using a ball - if unsuccessful the player has a second attempt. A game consists of ten frames. "
subj:15013000,bowls and petanque,2,"Name: bowls and petanque
Description: A game in which players throw bowls at a target, the winner being the player who lands closest. "
subj:15014000,boxing,2,"Name: boxing
Description: Combat sport in which two men/women fight using only their fists covered by padded gloves in a square ring measuring 6m a side. The fight is usually split into 12 rounds of three minutes each. "
subj:15015000,canoeing and kayaking,2,"Name: canoeing and kayaking
Description: races in either 'white' or 'dead' water "
subj:15016000,climbing,2,"Name: climbing
Description: mountain sports "
subj:15017000,cricket,2,"Name: cricket
Description: Ball sport involving two teams of 11 players, balls, bats and wickets. The aim is to score as many runs as possible, and to get the opposing team 'out'. A 'run' involves a player running between two wickets. The opposing team try to get their rivals 'out' "
subj:15018000,curling,2,"Name: curling
Description: A game played on ice with large flat round stones. A player throws the stone, aiming at a target. Team mates of the player who has thrown the stone can sweep the ice in front of the stone to help smooth its path towards the target. "
subj:15019000,cycling,2,"Name: cycling
Description: A race over a given distance on bicycles. "
subj:15020000,dancing,2,"Name: dancing
Description: Dancing competition where couples are judged on technique and interpretation. "
subj:15021000,diving,2,"Name: diving
Description: Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves. "
subj:15022000,equestrian,2,"Name: equestrian
Description: Sport involving a horse and rider. "
subj:15023000,fencing,2,"Name: fencing
Description: Combat sport using a sword or foil. "
subj:15024000,field Hockey,2,"Name: field Hockey
Description: A ball sport involving two teams of 11 players using curved sticks. The aim is to score as many goals as possible. "
subj:15025000,figure Skating,2,"Name: figure Skating
Description: To obtain the best marks possible from nine judges who award scores after two prepared sections - both skated to music - during which competitors must attempt to achieve the greatest possible harmony between artistic flair and technical precision. "
subj:15026000,freestyle Skiing,2,"Name: freestyle Skiing
Description: Competitors perform a series of breathtaking acrobatic leaps from a prepared jump. Combined with moguls, jumps and ski ballet. "
subj:15027000,golf,2,"Name: golf
Description: Competitors attempt to hit a small white ball with different clubs around a course of 18 holes varying in distance. The object is to make the fewest strokes possible. "
subj:15028000,gymnastics,2,"Name: gymnastics
Description: A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 disciplines for men and 4 for women. "
subj:15029000,handball (team),2,"Name: handball (team)
Description: A ball game using the hands contested by two teams of seven trying to throw the ball into the opponents goal. "
subj:15030000,"horse racing, harness racing",2,"Name: horse racing, harness racing
Description: Mounted horse races. "
subj:15031000,ice hockey,2,"Name: ice hockey
Description: Two teams of six heavily padded skaters try and outscore each other by hitting a puck into the opponents goal. "
subj:15031001,National Hockey League (North American),3,"Name: National Hockey League (North American)
Description: Teams from the US and Canada make up the North American continents top league. "
subj:15032000,Jai Alai (Pelota),2,"Name: Jai Alai (Pelota)
Description: Because of the game organization, the proper identification of a specific game may require the combination of 2 subject details "
subj:15033000,judo,2,"Name: judo
Description: A defensive martial art. "
subj:15034000,karate,2,"Name: karate
Description: A martial art where chops, punches, kicks and throws are used to defeat an opponent. "
subj:15035000,lacrosse,2,"Name: lacrosse
Description: Two teams of helmeted and padded players try and outscore each other using a netted stick and hard ball. "
subj:15036000,luge,2,"Name: luge
Description: Luge (French word for sled) is competed in singles or doubles. The competitor(s) lay on their back(s) on an open sled and race down a course. The competitor(s) and the sled must be in contact when passing the finishing line. "
subj:15037000,marathon,2,"Name: marathon
Description: A road race where competitors run 42.195km, generally through city streets "
subj:15038000,modern pentathlon,2,"Name: modern pentathlon
Description: The Modern Pentathlon comprises five events run over a single day in the following order: shooting, fencing, swimming, horse riding and running. "
subj:15039000,motor racing,2,"Name: motor racing
Description: Motor racing where speed and trusty mechanics are key "
subj:15039001,Formula One,3,"Name: Formula One
Description: Single cockpit car racing where 20 or so competitors race head to head over varied circuits around the world to win Grand Prix points in an individual and constructors championship "
subj:15040000,motor rallying,2,"Name: motor rallying
Description: A season of endurance races over closed circuits including dirt tracks, roads and even snowy conditions featuring specials using adapted road cars with a driver and co-pilot. "
subj:15041000,motorcycling,2,"Name: motorcycling
Description: Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars "
subj:15041005,moto-cross,3,"Name: moto-cross
Description: Raced over dirt tracks featuring severe mounds "
subj:15042000,netball,2,"Name: netball
Description: A woman's sport similar to basketball without a board behind the basket "
subj:15043000,nordic skiing,2,"Name: nordic skiing
Description: Practiced in snowy countryside and based on power and endurance. There are classic and free style events with mass or staggered starts. "
subj:15044000,orienteering,2,"Name: orienteering
Description: An individual time-trial over a route marked out by beacons. The competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map "
subj:15045000,polo,2,"Name: polo
Description: With the aid of a mallet two teams of four horsemen try and knock a bamboo ball into the opponents goal over a pitch 250m long and 150m wide. The game is divided into 4, 6, or 8 time periods of 7min 30sec called chukkas. "
subj:15046000,power boating,2,"Name: power boating
Description: Races between motor boats on rivers or lakes "
subj:15047000,rowing,2,"Name: rowing
Description: Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers "
subj:15048000,rugby league,2,"Name: rugby league
Description: Two teams of 13 compete on a pitch where they score tries and penalties by running with and passing an oval ball to be touched down behind the goal line or kicked between goal posts in a tough physical contest "
subj:15049000,rugby union,2,"Name: rugby union
Description: Two teams of 15 compete on a pitch where they score tries and penalties by running with and passing an oval ball to be touched down behind the goal line or kicked between goal posts in a tough physical contest "
subj:15050000,sailing,2,"Name: sailing
Description: Sail boat racing over a route marked by buoys. "
subj:15051000,shooting,2,"Name: shooting
Description: Precision sport using a hand gun, rifle or shotgun "
subj:15052000,ski jumping,2,"Name: ski jumping
Description: Competitors descend a snow covered elevated ramp on skis and try to fly off it as far as possible, receiving marks for distance, style of flight and landing "
subj:15053000,snow boarding,2,"Name: snow boarding
Description: Practiced with a single board (rather than two skis) "
subj:15054000,soccer,2,"Name: soccer
Description: Two teams of eleven try to kick or head a ball into the opponents goal over a match usually of 90 minutes "
subj:15055000,softball,2,"Name: softball
Description: Similar to baseball but with a larger and softer ball, a thinner bat, shorter gaps between bases and less innings "
subj:15056000,speed skating,2,"Name: speed skating
Description: Timed races competed by two skaters at a time on an oval ice track "
subj:15057000,speedway,2,"Name: speedway
Description: Fast track "
subj:15058000,sports organisations,2,"Name: sports organisations
Description: Organisations responsible for a specific sport "
subj:15059000,squash,2,"Name: squash
Description: A racket sport of strategy and endurance played by singles or doubles teams in a walled court with a small rubber ball "
subj:15060000,sumo wrestling,2,"Name: sumo wrestling
Description: A combat sport of speed and rapidity with much ceremony where two contestants try to throw or slap a competitor out of a marked area. Generally practiced in Japan by large men. "
subj:15061000,surfing,2,"Name: surfing
Description: Water sport where contestants catch and ride waves upright on a surfboard "
subj:15062000,swimming,2,"Name: swimming
Description: A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home "
subj:15063000,table tennis,2,"Name: table tennis
Description: A racket sport for two or four (in doubles), who compete at a table divided by a net using a small bat to play a lightweight ball "
subj:15064000,Taekwon-Do,2,"Name: Taekwon-Do
Description: A martial art of Korean origin "
subj:15065000,tennis,2,"Name: tennis
Description: A sport where two players, four in doubles, equipped with a racket compete by hitting the ball over a net into the opponent's side of the court with the aim of putting it out of reach within the regulation lines, thus winning points. "
subj:15066000,triathlon,2,"Name: triathlon
Description: An endurance multi-sport where competitors first swim, then cycle and then run a road race. Distances vary according to the competition, the Olympic version being 1.5, 40 and 10km respectively. "
subj:15067000,volleyball,2,"Name: volleyball
Description: Two teams of six record points by hitting a ball over a net into the opponent's half of the court, keeping it in the air at all times. Points are won when opponents fail to return the ball. "
subj:15067001,beach volleyball,3,"Name: beach volleyball
Description: Two teams of two players compete on a sand court. Unlike indoor volleyball, points are scored only when the serving team wins a rally or forces an error. The sand surface makes it more physically demanding than volleyball. "
subj:15068000,water polo,2,"Name: water polo
Description: Played in a pool between two teams of 7, who must stay afloat and can only use one hand to pass the ball or swim with it before trying to throw it into the opponents net to score goals. "
subj:15069000,water skiing,2,"Name: water skiing
Description: On one or two skis contestants are pulled by a power boat along the water's surface "
subj:15070000,weightlifting,2,"Name: weightlifting
Description: A strength test where competitors lift as heavy a weight as possible "
subj:15071000,windsurfing,2,"Name: windsurfing
Description: Contestants must complete a marked out course as fast as possible on a windsurf board "
subj:15072000,wrestling,2,"Name: wrestling
Description: Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive. "
subj:15073000,sports event,2,"Name: sports event
Description: Sports meeting "
subj:15073001,Summer Olympics,3,"Name: Summer Olympics
Description: Summer Olympics "
subj:15073002,Winter Olympics,3,"Name: Winter Olympics
Description: Winter Olympics "
subj:15073003,Summer universiade,3,"Name: Summer universiade
Description: Summer universiade "
subj:15073004,Winter Universiade,3,"Name: Winter Universiade
Description: Winter Universiade "
subj:15073005,Commonwealth Games,3,"Name: Commonwealth Games
Description: Commonwealth Games "
subj:15073006,Winter Goodwill Games,3,"Name: Winter Goodwill Games
Description: Winter Goodwill Games "
subj:15073007,Summer Asian Games,3,"Name: Summer Asian Games
Description: Summer Asian Games "
subj:15073008,Winter Asian Games,3,"Name: Winter Asian Games
Description: Winter Asian Games "
subj:15073009,Panamerican Games,3,"Name: Panamerican Games
Description: Panamerican Games "
subj:15073010,African Games,3,"Name: African Games
Description: African Games "
subj:15073011,Mediterranean Games,3,"Name: Mediterranean Games
Description: Mediterranean Games "
subj:15073012,SouthEast Asiatic Games,3,"Name: SouthEast Asiatic Games
Description: SouthEast Asiatic Games "
subj:15073013,PanPacific Games,3,"Name: PanPacific Games
Description: PanPacific Games "
subj:15073014,SouthPacific Games,3,"Name: SouthPacific Games
Description: SouthPacific Games "
subj:15073015,PanArabic Games,3,"Name: PanArabic Games
Description: PanArabic Games "
subj:15073016,Summer Goodwill Games,3,"Name: Summer Goodwill Games
Description: Summer Goodwill Games "
subj:15073017,World games,3,"Name: World games
Description: A competition featuring world class athletes "
subj:15073018,World Cup,3,"Name: World Cup
Description: Sports meeting with competitors from the five continents "
subj:15073019,intercontinental cup,3,"Name: intercontinental cup
Description: Sports meeting bringing together competitors from different continents "
subj:15073020,continental cup,3,"Name: continental cup
Description: Sports meeting where competitors come from a single continent "
subj:15073021,international cup,3,"Name: international cup
Description: Sports meeting where competitors come from several nations "
subj:15073022,National Cup,3,"Name: National Cup
Description: Sports meeting where competitors come from a single nation "
subj:15073023,interregional cup,3,"Name: interregional cup
Description: Sports meeting where competitors come from several regions "
subj:15073024,regional cup,3,"Name: regional cup
Description: Sports meeting where competitors come from a single region "
subj:15073025,league cup,3,"Name: league cup
Description: A competition within a sports league "
subj:15073026,world championship,3,"Name: world championship
Description: A championship where competitors from the five continents take part "
subj:15073027,intercontinental championship,3,"Name: intercontinental championship
Description: A championship where competitors from the different continents take part "
subj:15073028,continental championship 1st level,3,"Name: continental championship 1st level
Description: A championship where top level competitors from a single continent take part "
subj:15073031,national championship 1st level,3,"Name: national championship 1st level
Description: A championship where top level competitors from a single nation take part "
subj:15073035,regional championship,3,"Name: regional championship
Description: A championship where competitors from a single region take part "
subj:15073036,Grand Prix,3,"Name: Grand Prix
Description: High level sports competition, most often motor racing "
subj:15073037,intercontinental tournament,3,"Name: intercontinental tournament
Description: Tournament where competitors from several continents take part "
subj:15073038,continental tournament,3,"Name: continental tournament
Description: Tournament where competitors from a single continent take part "
subj:15073039,international tournament,3,"Name: international tournament
Description: Tournament where competitors from several nations take part "
subj:15073040,national tournament,3,"Name: national tournament
Description: Tournament where competitors from a single nation take part "
subj:15073041,inter-nations competition,3,"Name: inter-nations competition
Description: Tournament where athletes from several nations take part "
subj:15073042,inter-clubs competition,3,"Name: inter-clubs competition
Description: Tournament where competitors from several clubs take part "
subj:15073043,friendly competition,3,"Name: friendly competition
Description: Sports played but not in a tournament "
subj:15073044,all-stars competition,3,"Name: all-stars competition
Description: Competition between teams made up of invited stars "
subj:15073045,exhibition,3,"Name: exhibition
Description: demonstration "
subj:15073046,Super Bowl,3,"Name: Super Bowl
Description: The American football final that determines the champion "
subj:15073047,paralympic games,3,"Name: paralympic games
Description: Olympic style Games for athletes with a disability "
subj:15074000,rodeo,2,"Name: rodeo
Description: A discipline where wild horses or bulls must be mounted and mastered "
subj:15075000,mini golf sport,2,"Name: mini golf sport
Description: A game where balls must be holed on an artificial course in as few strokes from the club as possible "
subj:15076000,bandy,2,"Name: bandy
Description: Played outdoors on ice. The size of the ice rink is about the size of a soccer field. Skates like ice hockey. A small hard ball is used for playing. Players play with sticks, much like in ice hockey, but the sticks are shorter and more rounded. "
subj:15077000,flying disc,2,"Name: flying disc
Description: A group of events all played with a flying plastic disc. The exact regulation for the disc is different in different events but it has to be unbroken of solid plastic and a production model with no modification. Flying disc is sometimes called Frisbee. "
subj:15078000,floorball,2,"Name: floorball
Description: Played indoors in a court the size of a basketball court. 6 players per team, of which one is a who plays in a kneeling position without a stick like in ice hockey. The other players use plastic clubs and a light plastic ball to pass and shoot goals. "
subj:15079000,casting,2,"Name: casting
Description: Using fishing equipment to hit a target and score points "
subj:15080000,tug-of-war,2,"Name: tug-of-war
Description: Two teams pulling against each other on a rope "
subj:15081000,croquette,2,"Name: croquette
Description: Using mallets to hit a ball through hoops "
subj:15082000,dog racing,2,"Name: dog racing
Description: Dogs racing around a track "
subj:15083000,skeleton,2,"Name: skeleton
Description: In skeleton the competitor lays on his/hers stomach when racing down the course. The competitor must be on the sled when crossing the finishing line. The total time of all races in a competition is added together. "
subj:15084000,Australian rules football,2,"Name: Australian rules football
Description: Football played under Australian rules "
subj:15085000,Canadian football,2,"Name: Canadian football
Description: Football played under Canadian rules "
subj:15086000,duathlon,2,"Name: duathlon
Description: Duathlon "
subj:15087000,hornuss,2,"Name: hornuss
Description: Swiss team sport with 16 or 18 men per team. A rubber puck is hit towards the field of the adversary team which tries to hit the puck in the air with a wooden board thrown in the air "
subj:15088000,fist ball,2,"Name: fist ball
Description: Men's team sport similar to volleyball (with a much lower net) executed mainly in gymnastics clubs "
subj:15089000,inline skating,2,"Name: inline skating
Description: Competitive sports using inline skates "
subj:15090000,grass ski,2,"Name: grass ski
Description: Alpine skiing on roller skis and grass "
subj:15091000,snowbiking,2,"Name: snowbiking
Description: Individual sport on snow on a snow bike, the athlete has two mini skis, previous name: ski bob "
subj:15092000,twirling,2,"Name: twirling
Description: Team competition with majorettes and a jury "
subj:15093000,kendo,2,"Name: kendo
Description: Japanese traditional martial art using a bamboo sword, sometimes called Japanese fencing. (Programme of National Sports Festival in Japan) "
subj:15094000,jukendo,2,"Name: jukendo
Description: Japanese traditional martial art using a model rifle made of wood. *Juken* means a rifle or gun with blade (bayonet). (Programme of National Sports Festival in Japan) "
subj:15095000,naginata,2,"Name: naginata
Description: Japanese traditional martial art using a pole sword made of wood. *Naginata* means a spear with a curved blade. (Programme of National Sports Festival in Japan) "
subj:15096000,kyudo,2,"Name: kyudo
Description: Japanese traditional martial art using a bamboo bow and arrows, sometimes called Japanese archery. (Programme of National Sports Festival in Japan) "
subj:15097000,kabaddi,2,"Name: kabaddi
Description: The attacking side scores by touching, and the side to guard scores by capturing. The attacker continues calling it *kabaddi*. "
subj:15098000,sepak takraw,2,"Name: sepak takraw
Description: The game like volleyball which must not use a hand. The ball made of rattan is used. (Programme of National Sports Festival in Japan) "
subj:15099000,wushu,2,"Name: wushu
Description: Generally, Chinese traditional martial art. (Programme of National Sports Festival in Japan) "
subj:15100000,darts,2,"Name: darts
Description: Two players compete by throwing metal darts at a wall-mounted circular board divided radially into segments of different scores "
subj:15101000,bodybuilding,2,"Name: bodybuilding
Description: A person displays pronounced muscle tone and exaggerated muscle mass and definition for overall aesthetic effect "
subj:15102000,sports disciplinary action,2,"Name: sports disciplinary action
Description: Actions, including fines and suspensions levied by sports organisations and teams "
subj:15103000,sports awards,2,"Name: sports awards
Description: Awards and honors given by sports organisations or won by sports figures "
subj:16000000,"unrest, conflicts and war",1,"Name: unrest, conflicts and war
Description: Acts of socially or politically motivated protest and/or violence. 
Keywords: civil conflict, political turmoil, armed rebellion, uprising, military coup, insurgency, revolution, street protests, violent clashes, guerrilla warfare, separatist movement, riot, ethnic strife, sectarian violence, border skirmish, terrorist attack, peacekeeping mission, war zone, battlefield engagements, diplomatic crisis, interstate conflict, Cold War tension, proxy war, nuclear threat, ceasefire violation, radical extremism, anarchism, civil disobedience, mutiny, state of emergency, humanitarian crisis, escalation of hostilities, paramilitary forces, revolutionary guards, war crimes, autonomy dispute, nationalist militia, cyber warfare, ideological conflict, political assassination, sanctions regime, strategic military operation, rebel faction, peace protest, internecine conflict, subversive activities, massacre, genocide, ethnic cleansing, non-interventionism, pacifism, sovereignty movement, anti-war movement, resistance group, foreign intervention, civil resistance, freedom fighters, liberation struggle, demilitarization, arms race, diplomatic negotiation, peace talks"
subj:16001000,act of terror,2,"Name: act of terror
Description: Act of violence, often deadly, designed to raise fear and anxiety in a population "
subj:16002000,armed conflict,2,"Name: armed conflict
Description: Disputes between opposing groups involving the use of weaponry, but not formally declared a war "
subj:16003000,civil unrest,2,"Name: civil unrest
Description: Dissatisfaction among the general population as evidenced by rallies, strikes, demonstrations or sabotage "
subj:16003001,revolutions,3,"Name: revolutions
Description: An often violent change in a nation's system of government by internal forces that results in systematic social change. "
subj:16003002,rebellions,3,"Name: rebellions
Description: Armed uprising by citizens of a nation with the intent to overthrow the government, without necessarily achieving social change "
subj:16003003,political dissent,3,"Name: political dissent
Description: Disagreement between political groups, usually organized and sometimes resulting in imprisonment of the dissenters "
subj:16003004,religious conflict,3,"Name: religious conflict
Description: Conflicts involving religious differences "
subj:16003005,social conflict,3,"Name: social conflict
Description: Conflicts involving social differences "
subj:16004000,coup d'etat,2,"Name: coup d'etat
Description: The overthrow of an established government by an organized group, often the military or a political party "
subj:16005000,guerrilla activity,2,"Name: guerrilla activity
Description: Anti-government actions by clandestine groups using hit-and-run techniques or sabotage, kidnapping and the like "
subj:16005001,bioterrorism,3,"Name: bioterrorism
Description: Use of biological agent to raise the level of fear within a population, whether deaths occur or not. "
subj:16005002,bombings,3,"Name: bombings
Description: Use of explosive devices against people, buildings or structures "
subj:16006000,massacre,2,"Name: massacre
Description: The death of a large group of people over a brief period of time "
subj:16006001,genocide,3,"Name: genocide
Description: Systematic killing of one clan, tribe or ethnic type by another "
subj:16007000,riots,2,"Name: riots
Description: Violent, destructive demonstrations often involving injury to individuals and destruction of property "
subj:16008000,demonstration,2,"Name: demonstration
Description: A public show of feeling or opinion, as by a mass meeting or parade "
subj:16009000,war,2,"Name: war
Description: A formal declaration of hostilities by one country against another "
subj:16009001,civil war,3,"Name: civil war
Description: Armed conflict between members of the same nation or geographical region, in some cases with a desire to divide the nation or region. "
subj:16009002,international military intervention,3,"Name: international military intervention
Description: Temporary use of international forces by invitation or by a decision of an outside body in another country or region for the purpose of resolving a crisis. "
subj:16009003,prisoners and detainees,3,"Name: prisoners and detainees
Description: People captured and imprisoned by their enemy during war or armed conflict "
subj:16010000,conflict (general),2,"Name: conflict (general)
Description: A dispute which can be at several levels, "
subj:16010001,peacekeeping force,3,"Name: peacekeeping force
Description: Varied national military forces under unified international command to maintain order in disputed areas. "
subj:16011000,crisis,2,"Name: crisis
Description: Conflict of all kinds that rises to a level where, depending on events, governments can fall, war be declared or stock markets crash, or not "
subj:16012000,weaponry,2,"Name: weaponry
Description: Armaments of all types used to conduct war "
