review,aspect,label
"USG zrobione . Drobny wywiad zrobiony . Ogólnie sztucznie uśmiechnięta i udająca życzliwą przez kilka minut wizyty . Nie lubi , gdy pacjent zadaje pytania , nie zgadza się z jej poglądami i zaleceniami . Bardzo NIEdyskretnie "" wyprasza "" zdezorientowanego pacjenta , drukując paragon . Była 1 raz i nigdy więcej .",USG,negative
"USG zrobione . Drobny wywiad zrobiony . Ogólnie sztucznie uśmiechnięta i udająca życzliwą przez kilka minut wizyty . Nie lubi , gdy pacjent zadaje pytania , nie zgadza się z jej poglądami i zaleceniami . Bardzo NIEdyskretnie "" wyprasza "" zdezorientowanego pacjenta , drukując paragon . Była 1 raz i nigdy więcej .",wywiad,negative
"Jak dlamnie najlepszy urlop jaki mialem Bardzo mila obsloga , Kelnerzy , barmani , w hotelu czysto i schludnie napewno zawitam na przyszly rokjedzenie jak dla mnie bardzo dobre ( mysle ze kazdy znajdzie cos dla siebie ) ( jak dlamnie to za malo pizzy daja bo bardzo pyszna ) pozdrawiam Sylwester",obsloga,positive
"Jak dlamnie najlepszy urlop jaki mialem Bardzo mila obsloga , Kelnerzy , barmani , w hotelu czysto i schludnie napewno zawitam na przyszly rokjedzenie jak dla mnie bardzo dobre ( mysle ze kazdy znajdzie cos dla siebie ) ( jak dlamnie to za malo pizzy daja bo bardzo pyszna ) pozdrawiam Sylwester",Kelnerzy,positive
"Jak dlamnie najlepszy urlop jaki mialem Bardzo mila obsloga , Kelnerzy , barmani , w hotelu czysto i schludnie napewno zawitam na przyszly rokjedzenie jak dla mnie bardzo dobre ( mysle ze kazdy znajdzie cos dla siebie ) ( jak dlamnie to za malo pizzy daja bo bardzo pyszna ) pozdrawiam Sylwester",barmani,positive
"Jak dlamnie najlepszy urlop jaki mialem Bardzo mila obsloga , Kelnerzy , barmani , w hotelu czysto i schludnie napewno zawitam na przyszly rokjedzenie jak dla mnie bardzo dobre ( mysle ze kazdy znajdzie cos dla siebie ) ( jak dlamnie to za malo pizzy daja bo bardzo pyszna ) pozdrawiam Sylwester",hotelu,positive
"Jak dlamnie najlepszy urlop jaki mialem Bardzo mila obsloga , Kelnerzy , barmani , w hotelu czysto i schludnie napewno zawitam na przyszly rokjedzenie jak dla mnie bardzo dobre ( mysle ze kazdy znajdzie cos dla siebie ) ( jak dlamnie to za malo pizzy daja bo bardzo pyszna ) pozdrawiam Sylwester",pizzy,positive
"Dr Hus to bardzo dobry specjalista , któremu bez wahania można powierzyć swoje zdrowie . Miała m możliwość obserwować efekty pracy tego lekarza , który postawił mojego , ciężko chorego ojca na nogi . Jestem bardzo wdzięczna Panu doktorowi i polecam go z pełną odpowiedzialnością każdemu zainteresowanemu pacjentowi .",specjalista,positive
"Dr Hus to bardzo dobry specjalista , któremu bez wahania można powierzyć swoje zdrowie . Miała m możliwość obserwować efekty pracy tego lekarza , który postawił mojego , ciężko chorego ojca na nogi . Jestem bardzo wdzięczna Panu doktorowi i polecam go z pełną odpowiedzialnością każdemu zainteresowanemu pacjentowi .",lekarza,positive
"Dr Hus to bardzo dobry specjalista , któremu bez wahania można powierzyć swoje zdrowie . Miała m możliwość obserwować efekty pracy tego lekarza , który postawił mojego , ciężko chorego ojca na nogi . Jestem bardzo wdzięczna Panu doktorowi i polecam go z pełną odpowiedzialnością każdemu zainteresowanemu pacjentowi .",doktorowi,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",miejsce,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",apartamencie,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",zmywarkę,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",ekspres do kawy,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",telewizor,positive
"Idealne miejsce na wypoczynek . Mieszkali śmy w tym apartamencie w wakacje . Apartament wyposażony w zmywarkę i ekspres do kawy . Dużym plusem był także drugi telewizor w sypialni i dvd . W ciepłe wieczory można posiedzieć na tarasie . Apartament bardzo cichy , umiejscowiony pod lasem . Polecam !",dvd,positive
"Podróżuje bardzo dużo ale jeszcze nigdy nie spotkała m się z tak okropną atmosferą w hotelu stwarza człowiek , który tam rządzi . Personel jest zastraszony a pokoje trzeba ospuścić co do sekundy bo uwaga . . . . . . . . . . . naliczą Ci kolejną dobę ! . Jesli możecie omijajcie to miejsce .",atmosferą,negative
"Podróżuje bardzo dużo ale jeszcze nigdy nie spotkała m się z tak okropną atmosferą w hotelu stwarza człowiek , który tam rządzi . Personel jest zastraszony a pokoje trzeba ospuścić co do sekundy bo uwaga . . . . . . . . . . . naliczą Ci kolejną dobę ! . Jesli możecie omijajcie to miejsce .",Personel,negative
"Podróżuje bardzo dużo ale jeszcze nigdy nie spotkała m się z tak okropną atmosferą w hotelu stwarza człowiek , który tam rządzi . Personel jest zastraszony a pokoje trzeba ospuścić co do sekundy bo uwaga . . . . . . . . . . . naliczą Ci kolejną dobę ! . Jesli możecie omijajcie to miejsce .",pokoje,negative
"Podróżuje bardzo dużo ale jeszcze nigdy nie spotkała m się z tak okropną atmosferą w hotelu stwarza człowiek , który tam rządzi . Personel jest zastraszony a pokoje trzeba ospuścić co do sekundy bo uwaga . . . . . . . . . . . naliczą Ci kolejną dobę ! . Jesli możecie omijajcie to miejsce .",miejsce,negative
"Miła , uśmiechnięta , życzliwa obsługa całego hotelu wyżywienie na poziomie żadnych dziwnych potraw normalnie dobrze i akurat , sprzątanie i uzupełnianie braków szybko i nie zakłócając naszego pobytu , hotel mimo położenia przy ulicy cichy można powiedzieć że na uboczu a w centrum , basen czysty ciepły relaksujący ,",obsługa,neutral
"Miła , uśmiechnięta , życzliwa obsługa całego hotelu wyżywienie na poziomie żadnych dziwnych potraw normalnie dobrze i akurat , sprzątanie i uzupełnianie braków szybko i nie zakłócając naszego pobytu , hotel mimo położenia przy ulicy cichy można powiedzieć że na uboczu a w centrum , basen czysty ciepły relaksujący ,",wyżywienie,neutral
"Miła , uśmiechnięta , życzliwa obsługa całego hotelu wyżywienie na poziomie żadnych dziwnych potraw normalnie dobrze i akurat , sprzątanie i uzupełnianie braków szybko i nie zakłócając naszego pobytu , hotel mimo położenia przy ulicy cichy można powiedzieć że na uboczu a w centrum , basen czysty ciepły relaksujący ,",basen,positive
"Doskonała lokalizacja naprzeciw Dworca . Cena nieadekwatna do jakości . Pokój aczkolwiek czysty nie wygląda przytulnie . Dobry na jedną noc . Fatalna organizacja w sali śniadaniowej - brakowalo talerz , sztućcy , filiźanek . Raczej tam nie powrócę , chyba źe wcześnie rano będę miał autobus na lotnisko . W Mediolanie jest z pewnością wiele fajniejszych hoteli .",lokalizacja,positive
"Doskonała lokalizacja naprzeciw Dworca . Cena nieadekwatna do jakości . Pokój aczkolwiek czysty nie wygląda przytulnie . Dobry na jedną noc . Fatalna organizacja w sali śniadaniowej - brakowalo talerz , sztućcy , filiźanek . Raczej tam nie powrócę , chyba źe wcześnie rano będę miał autobus na lotnisko . W Mediolanie jest z pewnością wiele fajniejszych hoteli .",Cena,negative
"Doskonała lokalizacja naprzeciw Dworca . Cena nieadekwatna do jakości . Pokój aczkolwiek czysty nie wygląda przytulnie . Dobry na jedną noc . Fatalna organizacja w sali śniadaniowej - brakowalo talerz , sztućcy , filiźanek . Raczej tam nie powrócę , chyba źe wcześnie rano będę miał autobus na lotnisko . W Mediolanie jest z pewnością wiele fajniejszych hoteli .",Pokój,negative
"Doskonała lokalizacja naprzeciw Dworca . Cena nieadekwatna do jakości . Pokój aczkolwiek czysty nie wygląda przytulnie . Dobry na jedną noc . Fatalna organizacja w sali śniadaniowej - brakowalo talerz , sztućcy , filiźanek . Raczej tam nie powrócę , chyba źe wcześnie rano będę miał autobus na lotnisko . W Mediolanie jest z pewnością wiele fajniejszych hoteli .",sali śniadaniowej,negative
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,hotelu,positive
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,hotel,positive
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,Pokoje,positive
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,Położenie,positive
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,parking,positive
W budynku kultowego hotelu lat 80 - tych zrobiono bardzo ładny hotel . Wszystko wydaje się być odnowione - i chyba tak jest . Pokoje bez zastrzeżeń . Położenie hotelu wyśmienite - samo centrum Gdyni . Duży parking obok hotelu - płatny . Obsługa bardo miła i pomocna . Polecam .,Obsługa,positive
"Polecam pięknie położony hotelik z widokiem na port . Z okna można podziwiać przepływających statek piratów : ) Pokoje są standardowe z ciekawie wykonanymi meblami . Śniadania w formie bufetu typowo hotowe jajka , parówki z podgrzewacza . Ogólnie hotel wewnątrz nie powala , ale jest bardzo dobrze zlokalizowany .",hotelik,positive
"Polecam pięknie położony hotelik z widokiem na port . Z okna można podziwiać przepływających statek piratów : ) Pokoje są standardowe z ciekawie wykonanymi meblami . Śniadania w formie bufetu typowo hotowe jajka , parówki z podgrzewacza . Ogólnie hotel wewnątrz nie powala , ale jest bardzo dobrze zlokalizowany .",port,positive
"Polecam pięknie położony hotelik z widokiem na port . Z okna można podziwiać przepływających statek piratów : ) Pokoje są standardowe z ciekawie wykonanymi meblami . Śniadania w formie bufetu typowo hotowe jajka , parówki z podgrzewacza . Ogólnie hotel wewnątrz nie powala , ale jest bardzo dobrze zlokalizowany .",Pokoje,neutral
"Polecam pięknie położony hotelik z widokiem na port . Z okna można podziwiać przepływających statek piratów : ) Pokoje są standardowe z ciekawie wykonanymi meblami . Śniadania w formie bufetu typowo hotowe jajka , parówki z podgrzewacza . Ogólnie hotel wewnątrz nie powala , ale jest bardzo dobrze zlokalizowany .",meblami,neutral
"Polecam pięknie położony hotelik z widokiem na port . Z okna można podziwiać przepływających statek piratów : ) Pokoje są standardowe z ciekawie wykonanymi meblami . Śniadania w formie bufetu typowo hotowe jajka , parówki z podgrzewacza . Ogólnie hotel wewnątrz nie powala , ale jest bardzo dobrze zlokalizowany .",Śniadania,neutral
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",masaże,positive
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",jedzenie,positive
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",pokoje,positive
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",tarasem,positive
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",daszek,positive
"Odnowa biologiczna na wysokim poziomie , szczególnie polecam masaże , które robią panie z Tajlandii ; ) jedzenie dobre , pokoje polecam z tarasem , fajne rozwiązanie w tych pokojach to zamykany daszek na pilota . Z hotelu blisko w każde miejsce , ceny na poziomie standardowym . Hotel wart odwiedzenia",ceny,positive
"ćw Z początku wydawało się groźnie , zajęcia prowadzone były troszkę chaotycznie , jednak kolokwia bardzo proste . Raczej szedł na rękę jak tylko się dało aby każdy mógł zaliczyć . Jednak na ćwiczeniach zrealizowali śmy tylko ok . 75 % materiału ( inne grupy 100 % , pewnie dlatego nie chciał nas słać na egzamin : ) ) .",ćw,negative
"ćw Z początku wydawało się groźnie , zajęcia prowadzone były troszkę chaotycznie , jednak kolokwia bardzo proste . Raczej szedł na rękę jak tylko się dało aby każdy mógł zaliczyć . Jednak na ćwiczeniach zrealizowali śmy tylko ok . 75 % materiału ( inne grupy 100 % , pewnie dlatego nie chciał nas słać na egzamin : ) ) .",zajęcia,negative
"ćw Z początku wydawało się groźnie , zajęcia prowadzone były troszkę chaotycznie , jednak kolokwia bardzo proste . Raczej szedł na rękę jak tylko się dało aby każdy mógł zaliczyć . Jednak na ćwiczeniach zrealizowali śmy tylko ok . 75 % materiału ( inne grupy 100 % , pewnie dlatego nie chciał nas słać na egzamin : ) ) .",kolokwia,negative
Dylematy Europejskie Ocena : OK [ / b ] Roniwez uwazam ze koles jest dosc przyjemny . Jesli ktos interesuje sie choc troche tym co dzieje sie w Europie to napewno czasem zabierze glos i podniesie sobie ocene ze standardowej 4.0 : ),koles,positive
"Kurs : Angielski B 1 / E Dostateczna [ / b ] Ta pani zabardzo nie ma pomyslu na prowadzenie zajec , do egzaminu przygotowuje srednio jesli sam nie masz odpowiedniej wiedzy mozesz miec problemy . Sadze , ze poziom tych zajec bylby dobry na B 1 bez egzamu .",Kurs,neutral
"Kurs : Angielski B 1 / E Dostateczna [ / b ] Ta pani zabardzo nie ma pomyslu na prowadzenie zajec , do egzaminu przygotowuje srednio jesli sam nie masz odpowiedniej wiedzy mozesz miec problemy . Sadze , ze poziom tych zajec bylby dobry na B 1 bez egzamu .",pani,negative
"Hostel jest tragiczny . Spali śmy na tarasie i tylko to nas uratowało , bo tylko tam nie śmierdziało . Łazienki bardzo brudne z niezamykanymi drzwiami ! Brak depozytów , szafek . Obsługa zmienia się co dwa dni i nie potrafi odpowiedź na najprostsze pytania dotyczące Stambułu . W okolicy jest dużo lepszych hosteli za taką samą cenę .",Hostel,negative
"Hostel jest tragiczny . Spali śmy na tarasie i tylko to nas uratowało , bo tylko tam nie śmierdziało . Łazienki bardzo brudne z niezamykanymi drzwiami ! Brak depozytów , szafek . Obsługa zmienia się co dwa dni i nie potrafi odpowiedź na najprostsze pytania dotyczące Stambułu . W okolicy jest dużo lepszych hosteli za taką samą cenę .",Łazienki,negative
"Hostel jest tragiczny . Spali śmy na tarasie i tylko to nas uratowało , bo tylko tam nie śmierdziało . Łazienki bardzo brudne z niezamykanymi drzwiami ! Brak depozytów , szafek . Obsługa zmienia się co dwa dni i nie potrafi odpowiedź na najprostsze pytania dotyczące Stambułu . W okolicy jest dużo lepszych hosteli za taką samą cenę .",depozytów,negative
"Hostel jest tragiczny . Spali śmy na tarasie i tylko to nas uratowało , bo tylko tam nie śmierdziało . Łazienki bardzo brudne z niezamykanymi drzwiami ! Brak depozytów , szafek . Obsługa zmienia się co dwa dni i nie potrafi odpowiedź na najprostsze pytania dotyczące Stambułu . W okolicy jest dużo lepszych hosteli za taką samą cenę .",Obsługa,negative
Bylam tylko raz wiec moja opinia nie do konca moze byc obiektywna ale co do mojej osoby pani doktor byla w 100 % profesjonalna wszystko o co zapytalam zostalo dokladnie mi wyjasnione z gabinetu wyszlam bardzo usatasfakcjonowana napewno ja jeszcze odwiedze jak najbardziej ok,pani doktor,positive
Bylam tylko raz wiec moja opinia nie do konca moze byc obiektywna ale co do mojej osoby pani doktor byla w 100 % profesjonalna wszystko o co zapytalam zostalo dokladnie mi wyjasnione z gabinetu wyszlam bardzo usatasfakcjonowana napewno ja jeszcze odwiedze jak najbardziej ok,gabinetu,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",miejsce,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",resort,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",pokoje,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",serwis,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",basen,positive
"Zarówno miejsce jak i cały resort godne polecenia , czysto , pokoje przestronne , codzienny serwis sprzątający , przy każdym budynku basen , ogromny wybór jedzenia , o bardzo częstych porach . Super wieczorne teatrzyki dla dzieci . Do plaży i morza dwa kroki , polecam na rodzinny wypoczynek , szczególnie z dziećmi .",jedzenia,positive
"Nic szczególnego . Nic nowego nie wniosła w moje żywienie . Uważam , że zanim się zaleci dietę , należy zlecić najpierw wszelkie badania krwi z hormonami na czele bo nie każdy zgubi kg szybko . Dużo zależy od układu hormonalnego . Sama deita i wysiłek fizyczny to nie wszystko",żywienie,neutral
"Nic szczególnego . Nic nowego nie wniosła w moje żywienie . Uważam , że zanim się zaleci dietę , należy zlecić najpierw wszelkie badania krwi z hormonami na czele bo nie każdy zgubi kg szybko . Dużo zależy od układu hormonalnego . Sama deita i wysiłek fizyczny to nie wszystko",deita,neutral
"Pani doktor chyba minęła się trochę z powołaniem . Upominanie dziecka , żeby to nie kaszlało na nią , bo ona musi być zdrowa , bo jedzie za 3 dni na urlop jest nie na miejscu . Czy pani wybierając kierunek studiów myslała , że bedzie leczyć tylko zdrowe dzieci ? Dla mnie taka uwaga była żenująca . . .",Pani doktor,negative
"kurs : Technika a Cywilizacja Przedmiot ciekawy , wykładowca naprawde ok , z zaliczeniem nie ma problemu . Opłaca sie chodzic na wykłady ( mozna dostac proste pytnie ) i otrzymac dodatkowe plusy które pomoga w wystawianiu oceny . Jeszce raz gorąco polecam",kurs,positive
"kurs : Technika a Cywilizacja Przedmiot ciekawy , wykładowca naprawde ok , z zaliczeniem nie ma problemu . Opłaca sie chodzic na wykłady ( mozna dostac proste pytnie ) i otrzymac dodatkowe plusy które pomoga w wystawianiu oceny . Jeszce raz gorąco polecam",wykładowca,positive
"kurs : Technika a Cywilizacja Przedmiot ciekawy , wykładowca naprawde ok , z zaliczeniem nie ma problemu . Opłaca sie chodzic na wykłady ( mozna dostac proste pytnie ) i otrzymac dodatkowe plusy które pomoga w wystawianiu oceny . Jeszce raz gorąco polecam",zaliczeniem,positive
The doctor appeared quite detached and careless but that was not a big deal . The problem is that he prescribed me an unbelievable quantity of medicines ( 9 per day ! ) considered to be a crazy and worthless amount also by my personal Italian physician .,doctor,negative
The doctor appeared quite detached and careless but that was not a big deal . The problem is that he prescribed me an unbelievable quantity of medicines ( 9 per day ! ) considered to be a crazy and worthless amount also by my personal Italian physician .,medicines,negative
"Rzeczywiście pani doktor jest bardzo zasadnicza . Ja była m umówiona i się nie spóźniła m , stąd może nie naraziła m się na nieprzyjemności . Na wizycie była m dokładnie zbadana , pani doktor wytłumaczyła co się dzieje i co mozna dalej zrobić , po rozmowie zaleciła dalsze postępowanie . Oko mi wyleczyła . Więc nie mam zastrzeżeń .",pani doktor,positive
"baseny ok , jedzenie ok , praktycznie brak plaży , niestety brak animacji w hotelu dla rodzin z dziećmi to duzy problem , tym bardziej że były one reklamowane . Hotel położony z boku miejscowości , spacerem 20 minut do centrum . Dobra baza wypadowa do zwiedzania samochodem całej wyspy .",baseny,neutral
"baseny ok , jedzenie ok , praktycznie brak plaży , niestety brak animacji w hotelu dla rodzin z dziećmi to duzy problem , tym bardziej że były one reklamowane . Hotel położony z boku miejscowości , spacerem 20 minut do centrum . Dobra baza wypadowa do zwiedzania samochodem całej wyspy .",jedzenie,neutral
"baseny ok , jedzenie ok , praktycznie brak plaży , niestety brak animacji w hotelu dla rodzin z dziećmi to duzy problem , tym bardziej że były one reklamowane . Hotel położony z boku miejscowości , spacerem 20 minut do centrum . Dobra baza wypadowa do zwiedzania samochodem całej wyspy .",plaży,neutral
"baseny ok , jedzenie ok , praktycznie brak plaży , niestety brak animacji w hotelu dla rodzin z dziećmi to duzy problem , tym bardziej że były one reklamowane . Hotel położony z boku miejscowości , spacerem 20 minut do centrum . Dobra baza wypadowa do zwiedzania samochodem całej wyspy .",animacji,negative
"Spędzili śmy w hotelu jedną noc w trakcie podróży po Bałkanach . Obsługa miła i pomocna - przygotowanie śniadania na wcześniejszą godzinę nie stanowilo problemu a zaserwowana nam "" komplet lepinja "" była pyszna ! Pokoje nowiutkie i gustownie urządzone . Cena jak na ten standard bardzo atrakcyjna . Polecam : )",Obsługa,positive
"Spędzili śmy w hotelu jedną noc w trakcie podróży po Bałkanach . Obsługa miła i pomocna - przygotowanie śniadania na wcześniejszą godzinę nie stanowilo problemu a zaserwowana nam "" komplet lepinja "" była pyszna ! Pokoje nowiutkie i gustownie urządzone . Cena jak na ten standard bardzo atrakcyjna . Polecam : )",śniadania,positive
"Spędzili śmy w hotelu jedną noc w trakcie podróży po Bałkanach . Obsługa miła i pomocna - przygotowanie śniadania na wcześniejszą godzinę nie stanowilo problemu a zaserwowana nam "" komplet lepinja "" była pyszna ! Pokoje nowiutkie i gustownie urządzone . Cena jak na ten standard bardzo atrakcyjna . Polecam : )",komplet lepinja,positive
"Spędzili śmy w hotelu jedną noc w trakcie podróży po Bałkanach . Obsługa miła i pomocna - przygotowanie śniadania na wcześniejszą godzinę nie stanowilo problemu a zaserwowana nam "" komplet lepinja "" była pyszna ! Pokoje nowiutkie i gustownie urządzone . Cena jak na ten standard bardzo atrakcyjna . Polecam : )",Pokoje,positive
"Spędzili śmy w hotelu jedną noc w trakcie podróży po Bałkanach . Obsługa miła i pomocna - przygotowanie śniadania na wcześniejszą godzinę nie stanowilo problemu a zaserwowana nam "" komplet lepinja "" była pyszna ! Pokoje nowiutkie i gustownie urządzone . Cena jak na ten standard bardzo atrakcyjna . Polecam : )",Cena,positive
Piękny hotel bardzo przyjazna obsługa świetna lokalizacja dwie minuty spacer do starego miasta pokoje nie maja klimatyzacji napewno by m tutaj nie stał latem cala noc nie możesz spać bo jest tak gorąco a jak słońce wyjdzie to musisz uciekać z pokoju bo sie wysiedzieć nie da,hotel,positive
Piękny hotel bardzo przyjazna obsługa świetna lokalizacja dwie minuty spacer do starego miasta pokoje nie maja klimatyzacji napewno by m tutaj nie stał latem cala noc nie możesz spać bo jest tak gorąco a jak słońce wyjdzie to musisz uciekać z pokoju bo sie wysiedzieć nie da,obsługa,positive
Piękny hotel bardzo przyjazna obsługa świetna lokalizacja dwie minuty spacer do starego miasta pokoje nie maja klimatyzacji napewno by m tutaj nie stał latem cala noc nie możesz spać bo jest tak gorąco a jak słońce wyjdzie to musisz uciekać z pokoju bo sie wysiedzieć nie da,lokalizacja,positive
Piękny hotel bardzo przyjazna obsługa świetna lokalizacja dwie minuty spacer do starego miasta pokoje nie maja klimatyzacji napewno by m tutaj nie stał latem cala noc nie możesz spać bo jest tak gorąco a jak słońce wyjdzie to musisz uciekać z pokoju bo sie wysiedzieć nie da,pokoje,negative
Wpokoju pęknięta ściana . W łazience brak wentylacji . W sobotni wieczór muzuka dudniła do 2giej e nocy . Na śniafamie okropna kawa rozpuszczalna a z owoców były jabłka . W toalecie w hallu o 9 rano w niedzielę nieposprzątane wymiociny .,łazience,negative
Wpokoju pęknięta ściana . W łazience brak wentylacji . W sobotni wieczór muzuka dudniła do 2giej e nocy . Na śniafamie okropna kawa rozpuszczalna a z owoców były jabłka . W toalecie w hallu o 9 rano w niedzielę nieposprzątane wymiociny .,kawa,negative
Wpokoju pęknięta ściana . W łazience brak wentylacji . W sobotni wieczór muzuka dudniła do 2giej e nocy . Na śniafamie okropna kawa rozpuszczalna a z owoców były jabłka . W toalecie w hallu o 9 rano w niedzielę nieposprzątane wymiociny .,toalecie,negative
"W odpowiedzi na "" Witam . Może ktos napisze gdzie przyjmuje ten lekarz i ile kosztuje u niego wizyta . Podobno jest dobry . "" Na pewno przyjmuje w Braniewie we wtorki po 18 - tej i czwartki po 14 - tej w batalionie ( przychodnia ) .",lekarz,positive
Miejsce godne polecenia zwłaszcza dla osób lubiących ciszę i spokój położone z dala od centrum ale sympatycznej leśnej okolice minusem brak widoków górskich pokoje nie duże ale czyste obsługa sympatyczna ale sama szefowa mogła by być nieco milsza jedzenie dość dobre ilość wystarczająca natomiast brakło mu finezji na przykład dań regionalnych,Miejsce,positive
Miejsce godne polecenia zwłaszcza dla osób lubiących ciszę i spokój położone z dala od centrum ale sympatycznej leśnej okolice minusem brak widoków górskich pokoje nie duże ale czyste obsługa sympatyczna ale sama szefowa mogła by być nieco milsza jedzenie dość dobre ilość wystarczająca natomiast brakło mu finezji na przykład dań regionalnych,okolice,positive
